time,value,type,measurement,sensor_id
2024-09-27T19:20:54Z,0.410936131,co,airSensors,TLM0100
2024-09-27T19:21:04Z,0.427368588,co,airSensors,TLM0100
2024-09-27T19:21:14Z,0.436893934,co,airSensors,TLM0100
2024-09-27T19:21:24Z,0.441229226,co,airSensors,TLM0100
2024-09-27T19:21:34Z,0.460804613,co,airSensors,TLM0100
2024-09-27T19:21:44Z,0.467628402,co,airSensors,TLM0100
2024-09-27T19:21:54Z,0.459346978,co,airSensors,TLM0100
2024-09-27T19:22:04Z,0.468351222,co,airSensors,TLM0100
2024-09-27T19:22:14Z,0.452305658,co,airSensors,TLM0100
2024-09-27T19:22:24Z,0.460535062,co,airSensors,TLM0100
2024-09-27T19:22:34Z,0.462971633,co,airSensors,TLM0100
2024-09-27T19:22:44Z,0.45616012,co,airSensors,TLM0100
2024-09-27T19:22:54Z,0.462543166,co,airSensors,TLM0100
2024-09-27T19:23:04Z,0.469672158,co,airSensors,TLM0100
2024-09-27T19:23:14Z,0.457417163,co,airSensors,TLM0100
2024-09-27T19:23:24Z,0.438001383,co,airSensors,TLM0100
2024-09-27T19:23:34Z,0.424959894,co,airSensors,TLM0100
2024-09-27T19:23:44Z,0.411127864,co,airSensors,TLM0100
2024-09-27T19:23:54Z,0.420958937,co,airSensors,TLM0100
2024-09-27T19:24:04Z,0.41373463,co,airSensors,TLM0100
2024-09-27T19:24:14Z,0.398656525,co,airSensors,TLM0100
2024-09-27T19:24:24Z,0.382073589,co,airSensors,TLM0100
2024-09-27T19:24:34Z,0.365760136,co,airSensors,TLM0100
2024-09-27T19:24:44Z,0.355528613,co,airSensors,TLM0100
2024-09-27T19:24:54Z,0.350682414,co,airSensors,TLM0100
2024-09-27T19:25:04Z,0.359387389,co,airSensors,TLM0100
2024-09-27T19:25:14Z,0.347038275,co,airSensors,TLM0100
2024-09-27T19:25:24Z,0.329482911,co,airSensors,TLM0100
2024-09-27T19:25:34Z,0.332126478,co,airSensors,TLM0100
2024-09-27T19:25:44Z,0.335335662,co,airSensors,TLM0100
2024-09-27T19:25:54Z,0.318242713,co,airSensors,TLM0100
2024-09-27T19:26:04Z,0.328265751,co,airSensors,TLM0100
2024-09-27T19:26:14Z,0.347500822,co,airSensors,TLM0100
2024-09-27T19:26:24Z,0.350589622,co,airSensors,TLM0100
2024-09-27T19:26:34Z,0.354602003,co,airSensors,TLM0100
2024-09-27T19:26:44Z,0.337924108,co,airSensors,TLM0100
2024-09-27T19:26:54Z,0.339507103,co,airSensors,TLM0100
2024-09-27T19:27:04Z,0.355297437,co,airSensors,TLM0100
2024-09-27T19:27:14Z,0.353065058,co,airSensors,TLM0100
2024-09-27T19:27:24Z,0.365284125,co,airSensors,TLM0100
2024-09-27T19:27:34Z,0.369410906,co,airSensors,TLM0100
2024-09-27T19:27:44Z,0.368930448,co,airSensors,TLM0100
2024-09-27T19:27:54Z,0.376748277,co,airSensors,TLM0100
2024-09-27T19:28:04Z,0.380895555,co,airSensors,TLM0100
2024-09-27T19:28:14Z,0.379286475,co,airSensors,TLM0100
2024-09-27T19:28:24Z,0.364311614,co,airSensors,TLM0100
2024-09-27T19:28:34Z,0.349669393,co,airSensors,TLM0100
2024-09-27T19:28:44Z,0.369050679,co,airSensors,TLM0100
2024-09-27T19:28:54Z,0.387845199,co,airSensors,TLM0100
2024-09-27T19:29:04Z,0.383964473,co,airSensors,TLM0100
2024-09-27T19:29:14Z,0.371808133,co,airSensors,TLM0100
2024-09-27T19:29:24Z,0.385660374,co,airSensors,TLM0100
2024-09-27T19:29:34Z,0.383226172,co,airSensors,TLM0100
2024-09-27T19:29:44Z,0.370938304,co,airSensors,TLM0100
2024-09-27T19:29:54Z,0.357745288,co,airSensors,TLM0100
2024-09-27T19:30:04Z,0.341662799,co,airSensors,TLM0100
2024-09-27T19:30:14Z,0.350363757,co,airSensors,TLM0100
2024-09-27T19:30:24Z,0.359470394,co,airSensors,TLM0100
2024-09-27T19:30:34Z,0.343867048,co,airSensors,TLM0100
2024-09-27T19:30:44Z,0.351972535,co,airSensors,TLM0100
2024-09-27T19:30:54Z,0.346408196,co,airSensors,TLM0100
2024-09-27T19:31:04Z,0.355468999,co,airSensors,TLM0100
2024-09-27T19:31:14Z,0.36777952,co,airSensors,TLM0100
2024-09-27T19:31:24Z,0.356666813,co,airSensors,TLM0100
2024-09-27T19:31:34Z,0.357200287,co,airSensors,TLM0100
2024-09-27T19:31:44Z,0.364298006,co,airSensors,TLM0100
2024-09-27T19:31:54Z,0.372890208,co,airSensors,TLM0100
2024-09-27T19:32:04Z,0.369528336,co,airSensors,TLM0100
2024-09-27T19:32:14Z,0.38773411,co,airSensors,TLM0100
2024-09-27T19:32:24Z,0.379222075,co,airSensors,TLM0100
2024-09-27T19:32:34Z,0.364150527,co,airSensors,TLM0100
2024-09-27T19:32:44Z,0.344458802,co,airSensors,TLM0100
2024-09-27T19:32:54Z,0.344535509,co,airSensors,TLM0100
2024-09-27T19:33:04Z,0.339737177,co,airSensors,TLM0100
2024-09-27T19:33:14Z,0.353949118,co,airSensors,TLM0100
2024-09-27T19:33:24Z,0.345581789,co,airSensors,TLM0100
2024-09-27T19:33:34Z,0.358206225,co,airSensors,TLM0100
2024-09-27T19:33:44Z,0.347346462,co,airSensors,TLM0100
2024-09-27T19:33:54Z,0.366332829,co,airSensors,TLM0100
2024-09-27T19:34:04Z,0.362081879,co,airSensors,TLM0100
2024-09-27T19:34:14Z,0.36875664,co,airSensors,TLM0100
2024-09-27T19:34:24Z,0.359883346,co,airSensors,TLM0100
2024-09-27T19:34:34Z,0.379485938,co,airSensors,TLM0100
2024-09-27T19:34:44Z,0.3785584,co,airSensors,TLM0100
2024-09-27T19:34:54Z,0.389569406,co,airSensors,TLM0100
2024-09-27T19:35:04Z,0.400782883,co,airSensors,TLM0100
2024-09-27T19:35:14Z,0.416905349,co,airSensors,TLM0100
2024-09-27T19:35:24Z,0.426514723,co,airSensors,TLM0100
2024-09-27T19:35:34Z,0.424876,co,airSensors,TLM0100
2024-09-27T19:35:44Z,0.411097549,co,airSensors,TLM0100
2024-09-27T19:35:54Z,0.417350481,co,airSensors,TLM0100
2024-09-27T19:36:04Z,0.418632066,co,airSensors,TLM0100
2024-09-27T19:36:14Z,0.398682562,co,airSensors,TLM0100
2024-09-27T19:36:24Z,0.401704971,co,airSensors,TLM0100
2024-09-27T19:36:34Z,0.394322139,co,airSensors,TLM0100
2024-09-27T19:36:44Z,0.377758517,co,airSensors,TLM0100
2024-09-27T19:36:54Z,0.366736984,co,airSensors,TLM0100
2024-09-27T19:37:04Z,0.369358035,co,airSensors,TLM0100
2024-09-27T19:37:14Z,0.352397156,co,airSensors,TLM0100
2024-09-27T19:37:24Z,0.370242535,co,airSensors,TLM0100
2024-09-27T19:37:34Z,0.35631042,co,airSensors,TLM0100
2024-09-27T19:37:44Z,0.34744998,co,airSensors,TLM0100
2024-09-27T19:37:54Z,0.347412609,co,airSensors,TLM0100
2024-09-27T19:38:04Z,0.356388452,co,airSensors,TLM0100
2024-09-27T19:38:14Z,0.375174046,co,airSensors,TLM0100
2024-09-27T19:38:24Z,0.384669615,co,airSensors,TLM0100
2024-09-27T19:38:34Z,0.386080577,co,airSensors,TLM0100
2024-09-27T19:38:44Z,0.399917339,co,airSensors,TLM0100
2024-09-27T19:38:54Z,0.416703862,co,airSensors,TLM0100
2024-09-27T19:39:04Z,0.423635451,co,airSensors,TLM0100
2024-09-27T19:39:14Z,0.438194585,co,airSensors,TLM0100
2024-09-27T19:39:24Z,0.419885284,co,airSensors,TLM0100
2024-09-27T19:39:34Z,0.411669899,co,airSensors,TLM0100
2024-09-27T19:39:44Z,0.423033788,co,airSensors,TLM0100
2024-09-27T19:39:54Z,0.435818212,co,airSensors,TLM0100
2024-09-27T19:40:04Z,0.424212391,co,airSensors,TLM0100
2024-09-27T19:40:14Z,0.4127889,co,airSensors,TLM0100
2024-09-27T19:40:24Z,0.417061151,co,airSensors,TLM0100
2024-09-27T19:40:34Z,0.435155739,co,airSensors,TLM0100
2024-09-27T19:40:44Z,0.43679556,co,airSensors,TLM0100
2024-09-27T19:40:54Z,0.428170264,co,airSensors,TLM0100
2024-09-27T19:41:04Z,0.412695715,co,airSensors,TLM0100
2024-09-27T19:41:14Z,0.408280893,co,airSensors,TLM0100
2024-09-27T19:41:24Z,0.414313964,co,airSensors,TLM0100
2024-09-27T19:41:34Z,0.431550292,co,airSensors,TLM0100
2024-09-27T19:41:44Z,0.424150254,co,airSensors,TLM0100
2024-09-27T19:41:54Z,0.434132439,co,airSensors,TLM0100
2024-09-27T19:42:04Z,0.450472909,co,airSensors,TLM0100
2024-09-27T19:42:14Z,0.439224072,co,airSensors,TLM0100
2024-09-27T19:42:24Z,0.427801588,co,airSensors,TLM0100
2024-09-27T19:42:34Z,0.415274511,co,airSensors,TLM0100
2024-09-27T19:42:44Z,0.425934591,co,airSensors,TLM0100
2024-09-27T19:42:54Z,0.414798798,co,airSensors,TLM0100
2024-09-27T19:43:04Z,0.420682646,co,airSensors,TLM0100
2024-09-27T19:43:14Z,0.402987005,co,airSensors,TLM0100
2024-09-27T19:43:24Z,0.396794191,co,airSensors,TLM0100
2024-09-27T19:43:34Z,0.382096621,co,airSensors,TLM0100
2024-09-27T19:43:44Z,0.390466133,co,airSensors,TLM0100
2024-09-27T19:43:54Z,0.409088033,co,airSensors,TLM0100
2024-09-27T19:44:04Z,0.392406731,co,airSensors,TLM0100
2024-09-27T19:44:14Z,0.377151195,co,airSensors,TLM0100
2024-09-27T19:44:24Z,0.388675489,co,airSensors,TLM0100
2024-09-27T19:44:34Z,0.396546531,co,airSensors,TLM0100
2024-09-27T19:44:44Z,0.40443953,co,airSensors,TLM0100
2024-09-27T19:44:54Z,0.412020737,co,airSensors,TLM0100
2024-09-27T19:45:04Z,0.399475924,co,airSensors,TLM0100
2024-09-27T19:45:14Z,0.391695824,co,airSensors,TLM0100
2024-09-27T19:45:24Z,0.41138882,co,airSensors,TLM0100
2024-09-27T19:45:34Z,0.402351534,co,airSensors,TLM0100
2024-09-27T19:45:44Z,0.419057357,co,airSensors,TLM0100
2024-09-27T19:45:54Z,0.426434359,co,airSensors,TLM0100
2024-09-27T19:46:04Z,0.42370762,co,airSensors,TLM0100
2024-09-27T19:46:14Z,0.411228905,co,airSensors,TLM0100
2024-09-27T19:46:24Z,0.405250468,co,airSensors,TLM0100
2024-09-27T19:46:34Z,0.395453378,co,airSensors,TLM0100
2024-09-27T19:46:44Z,0.411194814,co,airSensors,TLM0100
2024-09-27T19:46:54Z,0.425575942,co,airSensors,TLM0100
2024-09-27T19:47:04Z,0.427165926,co,airSensors,TLM0100
2024-09-27T19:47:14Z,0.445956735,co,airSensors,TLM0100
2024-09-27T19:47:24Z,0.465854114,co,airSensors,TLM0100
2024-09-27T19:47:34Z,0.465558427,co,airSensors,TLM0100
2024-09-27T19:47:44Z,0.470638545,co,airSensors,TLM0100
2024-09-27T19:47:54Z,0.47816625,co,airSensors,TLM0100
2024-09-27T19:48:04Z,0.487516427,co,airSensors,TLM0100
2024-09-27T19:48:14Z,0.477918347,co,airSensors,TLM0100
2024-09-27T19:48:24Z,0.495971139,co,airSensors,TLM0100
2024-09-27T19:48:34Z,0.492826519,co,airSensors,TLM0100
2024-09-27T19:48:44Z,0.475676472,co,airSensors,TLM0100
2024-09-27T19:48:54Z,0.465887338,co,airSensors,TLM0100
2024-09-27T19:49:04Z,0.485178282,co,airSensors,TLM0100
2024-09-27T18:49:04Z,0.511445093,co,airSensors,TLM0101
2024-09-27T18:49:14Z,0.497595529,co,airSensors,TLM0101
2024-09-27T18:49:24Z,0.50474947,co,airSensors,TLM0101
2024-09-27T18:49:34Z,0.505178244,co,airSensors,TLM0101
2024-09-27T18:49:44Z,0.495794141,co,airSensors,TLM0101
2024-09-27T18:49:54Z,0.50747941,co,airSensors,TLM0101
2024-09-27T18:50:04Z,0.492469028,co,airSensors,TLM0101
2024-09-27T18:50:14Z,0.490639869,co,airSensors,TLM0101
2024-09-27T18:50:24Z,0.490061653,co,airSensors,TLM0101
2024-09-27T18:50:34Z,0.502740535,co,airSensors,TLM0101
2024-09-27T18:50:44Z,0.508449732,co,airSensors,TLM0101
2024-09-27T18:50:54Z,0.490093734,co,airSensors,TLM0101
2024-09-27T18:51:04Z,0.482583653,co,airSensors,TLM0101
2024-09-27T18:51:14Z,0.48992397,co,airSensors,TLM0101
2024-09-27T18:51:24Z,0.473501171,co,airSensors,TLM0101
2024-09-27T18:51:34Z,0.462373706,co,airSensors,TLM0101
2024-09-27T18:51:44Z,0.471100285,co,airSensors,TLM0101
2024-09-27T18:51:54Z,0.488138082,co,airSensors,TLM0101
2024-09-27T18:52:04Z,0.503465504,co,airSensors,TLM0101
2024-09-27T18:52:14Z,0.497815664,co,airSensors,TLM0101
2024-09-27T18:52:24Z,0.507231299,co,airSensors,TLM0101
2024-09-27T18:52:34Z,0.517149535,co,airSensors,TLM0101
2024-09-27T18:52:44Z,0.515020495,co,airSensors,TLM0101
2024-09-27T18:52:54Z,0.507875389,co,airSensors,TLM0101
2024-09-27T18:53:04Z,0.52280861,co,airSensors,TLM0101
2024-09-27T18:53:14Z,0.504374936,co,airSensors,TLM0101
2024-09-27T18:53:24Z,0.517746253,co,airSensors,TLM0101
2024-09-27T18:53:34Z,0.501698137,co,airSensors,TLM0101
2024-09-27T18:53:44Z,0.4994365,co,airSensors,TLM0101
2024-09-27T18:53:54Z,0.482678098,co,airSensors,TLM0101
2024-09-27T18:54:04Z,0.468026587,co,airSensors,TLM0101
2024-09-27T18:54:14Z,0.451740105,co,airSensors,TLM0101
2024-09-27T18:54:24Z,0.441857493,co,airSensors,TLM0101
2024-09-27T18:54:34Z,0.455158929,co,airSensors,TLM0101
2024-09-27T18:54:44Z,0.472134635,co,airSensors,TLM0101
2024-09-27T18:54:54Z,0.480090739,co,airSensors,TLM0101
2024-09-27T18:55:04Z,0.487123858,co,airSensors,TLM0101
2024-09-27T18:55:14Z,0.470724417,co,airSensors,TLM0101
2024-09-27T18:55:24Z,0.467594569,co,airSensors,TLM0101
2024-09-27T18:55:34Z,0.480699695,co,airSensors,TLM0101
2024-09-27T18:55:44Z,0.494779747,co,airSensors,TLM0101
2024-09-27T18:55:54Z,0.504029367,co,airSensors,TLM0101
2024-09-27T18:56:04Z,0.48681462,co,airSensors,TLM0101
2024-09-27T18:56:14Z,0.490296501,co,airSensors,TLM0101
2024-09-27T18:56:24Z,0.48276249,co,airSensors,TLM0101
2024-09-27T18:56:34Z,0.479924958,co,airSensors,TLM0101
2024-09-27T18:56:44Z,0.466248478,co,airSensors,TLM0101
2024-09-27T18:56:54Z,0.477430364,co,airSensors,TLM0101
2024-09-27T18:57:04Z,0.494994282,co,airSensors,TLM0101
